account,name,link,keywords,language
@church_lang@mastodon.online,Jessica Church Lang,https://mastodon.online/@church_lang,developmental cognitive neuroscience; fMRI; reading; ADHD; control; adolescence,en
@CSLee@mastodon.social,Carol Lee,https://mastodon.social/@CSLee,clinical; anxiety; stress,en
@ljuba_p@mstdn.social,Liuba Papeo,https://mstdn.social/@ljuba_p,cognitive neuroscience; vision; social cognition; spatial cognition; words; language;,en
@sprinti@mastodon.online,Niklas Stein,https://mastodon.online/@sprinti,psychophysics; virtual reality; eye tracking; visual search; locomotion; visual perception; attention,en
@ipanalysis@toot.community,Michael Larkin,https://toot.community/@ipanalysis,phenomenology; qualitative methods; codesign; coproduction; youth mental health ,en
@annapowell@mastodon.social,Anna Powell,https://mastodon.social/@annapowell,alcohol dependence; alcohol; recovery; cognition; executive function; reaction time; vibrotactile perception,en
@mayabraun@nerdculture.de,Maya Braun,https://nerdculture.de/@mayabraun,health psychology; behavior change; health promotion; physical activity; ontology,en
@doyle@home.social,Richard Doyle ,https://home.social/@doyle,psychotherapy and counselling; measurement; human development and change; person centred approach,en
@GJHollands@fediscience.org,Gareth Hollands,https://fediscience.org/@GJHollands,behavioural science; behavioral science; health psychology; systematic reviews; public health,en
@schotz@mstdn.social,Chris Schatschneider,https://mstdn.social/@schotz,reading development; methods and quantitative statistics; open science,en
@rafavsbastos@mastodon.lol,Rafael Bastos,https://mastodon.lol/@rafavsbastos,psychology; psychometrics; test development,en
@cypris@nerdculture.de,Niklas Cypris,https://nerdculture.de/@cypris,social psychology; media psychology; bystander interventions; hate speech; open science,en
@ilsepit@fediscience.org ,Ilse Pit,https://fediscience.org/@ilsepit,social norms; ingroup bias; open science; cooperation,en
@larissawieczorek@mstdn.party,Larissa Wieczorek,https://mstdn.party/@larissawieczorek,personality; adolescence; social relationships; sexuality research; open science,en
@dorsaamir@nerdculture.de,Dorsa Amir,https://nerdculture.de/@DorsaAmir,Developmental psychology; cross cultural psychology; anthropology,en
@aelight@mastodon.social,Alysson Light,https://mastodon.social/@aelight,social psychlogy; self-concept; goal disengagement; gender,en
@emma_cogdev@fediscience.org,Emma K Ward,https://fediscience.org/@emma_cogdev,expectations and perception; predictive processing; autism; cognitive development,en
@Ilsevandegroep@akademienl.social,Ilse van de Groep,https://akademienl.social/@Ilsevandegroep,cognitive neuroscience; antisocial behavior; fMRI; development; mental health,en
@DrSamanthaFede@mastodon.world,Samantha Fede,https://mastodon.world/@DrSamanthaFede,cognitive neuroscience; substance use disorders; moral cognition; psychopathy; fMRI,en
@drstephcraig@c.im,Stephanie Craig,https://c.im/@DrStephCraig,clinical developmental; adolescence; psychopathology; CU traits; parenting,en
@condalmo@mstdn.social,Matthew Tiffany,https://mstdn.social/@condalmo,psychotherapy,en
@TSpampatti@mstdn.science,Tobia Spampatti,https://mstdn.science/@TSpampatti,social neuroscience; climate disinformation; environmental psychology; information processing,en
@cconelea@fediscience.org,Christine Conelea,https://fediscience.org/@cconelea,neurodevelopmental disorders; Tourette; OCD; anxiety; neuromodulation; CBT,en
@kirstenmorley@aus.social,Kirsten Morley,https://aus.social/@kirstenmorley,neuropsychopharmacology; cognitive neuroscience,en
@klaiberpat@fediscience.org,Partrick Klaiber,https://fediscience.org/@klaiberpat,aging; health; positive events; stress; daily life,en
@DrAlexandraZidenberg@fediscience.org,Alexandra Zidenberg,https://fediscience.org/@DrAlexandraZidenberg,forensic psychology; sexual offences; zoophilia; forensic mental health ,en
@White_Lab_Brown@fediscience.org,Tara White,https://fediscience.org/@White_Lab_Brown,emotion; personality; affective science; neuroscience; dignity neuroscience,en
@vsoldino@mastodon.world,Virginia Soldino,https://mastodon.world/@vsoldino,criminal psychology; forensic psychology; risk assessment ,en
@RosannaOlsen@fediscience.org,Rosanna Olsen,https://fediscience.org/@RosannaOlsen,cognitive neuroscience; memory; hippocampus; aging; dementia,en
@sTeamTraen@mastodon.social,Nick Brown,https://mastodon.social/@sTeamTraen,open science; meta-science; methods; statistics,en
@luciamawe@fediscience.org,LucÃ­a Magis-Weinberg,https://fediscience.org/@luciamw,developmental psychology; adolescence; social media; mental health; Latin America,en
@timbrady@fediscience.org,Tim Brady,https://fediscience.org/@timbrady,Visual cognition; memory; cognitive neuroscience; cognitive science;,en
@anniepettit@mas.to,Annie Pettit,https://mas.to/@anniepettit,#neuromarketing #cognitivescience #statistics #surveys #researchmethods,en
@karihoffman@ohai.social,Kari Hoffman,https://ohai.social/@karihoffman,Cognitive neurophysiology; computational neuroscience; memory; oscillations; microcircuit function,en
@yamamoto@fediscience.org,Naohide Yamamoto,https://fediscience.org/@yamamoto,spatial cognition; navigation,en
@JudyDZhu@fediscience.org,Judy Zhu,https://fediscience.org/@JudyDZhu,cognitive neuroscience; bilingualism; MEG; EEG,en
@zulaliscanoglu@mastodon.sdf.org,Zülal İşcanoğlu,https://mastodon.sdf.org/@zulaliscanoglu,early adverse experiences; paternal incarceration and child development; emotional and behavioral problem in early years,en
@yannbd@fediscience.org,Yann Benetreau ,https://fediscience.org/@yannbd,philosophy; open science; open access publishing ,en
@nikitaghodke@fediscience.org,Nikita Ghodke,https://fediscience.org/@nikitaghodke,developmental psychology; cognitive neuroscience; infant studies; socioeconomic inequality; neuroimaging,en
@AleaRuf@fedisciene.org,Alea Ruf ,https://fediscience.org/@AleaRuf,health psychology; eating behaviour; ecological momentary assessment; stress; physical activity,en
@maddyarden@fediscience.org,Maddy Arden,https://fediscience.org/@MaddyArden,health psychology; Behavioural science: behaviour change; habit,en
@jennyterry@mstdn.social,Jenny Terry,https://mstdn.social/@jennyterry,statistics education; statistics anxiety; R pedagogy; measurement,en
@helenahartmann@fediscience.org,Helena Hartmann,https://fediscience.org/@helenahartmann,psychology; social neuroscience; open science; pain; fMRI,en
@maddi_pow@mastodon.online,Madeleine Pownall,https://mastodon.online/@maddi_pow,open science; feminist psychology; pedagogy; psychology,en
@danieljamesyon@qoto.org,Daniel Yon,https://qoto.org/@danieljamesyon,prediction; learning; perception; metacognition; action; theory,en
@richarddmorey@tech.lgbt,Richard D. Morey,https://tech.lgbt/@richarddmorey,cognitive modelling; statistics; Bayesian hierarchical models; data science,en
@Johannesfuss@ruhr.social,Johannes Fuss,https://ruhr.social/@Johannesfuss,sex research; forensic psychiatry; new technologies,en
@sethpollak@nerdculture.de,Seth Pollak ,https://nerdculture.de/@sethpollak,emotion; child development; affective science; learning; development ,en
@nathanww@mstdn.science,Nathan Whitmore,https://mstdn.science/@nathanww,cognitive enhancement; memory; sleep; hci; cognitive neuroscience,en
@DaniellaWatson@mastodon.social,Daniella Watson,http://mastodon.social/@DaniellaWatson,health psychology; behavioural science; behaviour change,en
@chris_petsko@mstdn.party,Chris Petsko,https://mstdn.party/@chris_petsko,social psychology; person perception; intersectional stereotyping; prejudice,en
@gulgunaydin@mastodon.online,Gul Gunaydin,https://mastodon.online/@gulgunaydin,social psychology; interpersonal relationships; romantic relationships; minimal social interactions; well-being,en
@emreselcuk@mstdn.social,Emre Selcuk,https://mastodon.online/@emreselcuk@mstdn.social,social psychology; interpersonal relationships,en
@Wern@kopiti.am,Werner Sævland,https://kopiti.am/@wern,clinical psychology; cross-cultural psychology; motivation; learning,en
@baruche@nerdculture.de,Baruch Eitam,https://nerdculture.de/@baruche,reward processes; consciousness; selective attention; motivation-cognition interactions,en
@lnnrtwttkhn@fediscience.org,Lennart Wittkuhn,https://fediscience.org/@lnnrtwttkhn,cognitive neuroscience; replay; task representations; fMRI; open science,en
@sandygautam@sciences.social,Sandeep Gautam,https://sciences.social/@sandygautam,emotions; motivation; personality; positive psychology; psychosis,en
@karenfingerman@mastodon.social,Karen Fingerman,https://mastodon.social/@karenfingerman,adult development and aging; social psychology; developmental psychology; applied psychology,en
@jacyanthis@sciences.social,Jacy Reese Anthis,https://sciences.social/@jacyanthis,social psychology; human-computer interaction; computational social science,en
@DrMeltemYucel@mastodon.social,Meltem Yucel,https://mastodon.social/@DrMeltemYucel,moral development; moral psychology; gossip,en
@LisaLopez@sciences.social,Lisa Lopez,https://sciences.social/@LisaLopez,educational psychology; DLLs; bilingualism; school readiness; Head Start,en
@niketagrawal@fosstodon.org,Niket Agrawal,https://fosstodon.org/@niketagrawal,emotions; mental health; perception; interoception; social psychology; language,en
@RambleCamble@fediscience.org,Ian Chandler-Campbell,https://fediscience.org/@RambleCamble,social cognition; developmental psychology; epistemic cognition; cognitive development,en
@rebeccatickell@qoto.org,Rebecca Tickell,https://qoto.org/@rebeccatickell,teacher mentoring; self-efficacy beliefs; scale construction; IPA; psychology in education,en
@darylcameron@mastodon.world,Daryl Cameron,https://mastodon.world/@darylcameron,social psychology; empathy and prosocial behavior; moral judgment and moral emotions,en
@paraicosuilleabhain@mastodon.ie,Páraic S. Ó Súilleabháin,https://mastodon.ie/@paraicosuilleabhain,personality; loneliness; adversity; mortality risk; open science ,en
@riyer@techhub.social,Ravi Iyer,https://techhub.social/@riyer,moral psychology; technology; algorithms; polarization; social psychology,en
@johannesfuss@mastodon.social,Johannes Fuss,https://mastodon.social/@johannesfuss,sex research; forensic psychiatry; virtual reality; human behavior; sexuality,en
@adriennewood@mastodon.art,Adrienne Wood,https://mastodon.art/@adriennewood,social psychology; emotion; nonverbal behavior; social networks,en
@ericamcintyre@aus.social,Erica McIntyre,https://aus.social/@ericamcintyre,environmental psychology; health psychology; social psychology; decision making; public health,en
@mtibber@masto.ai,Marc Tibber,https://masto.ai/@mtibber,clinical psychology; mental health; child and adolescent; emerging adults; cyberpsychology; social media,en
@jacquie@mstdn.ca,Jacquie Cohen,https://mstdn.ca/@jacquie,clinical psychology; training; DBT; CBT; minority stress and resilience,en
@ivntmc@fediscience.org,Ivan Tomic,https://fediscience.org/@ivntmc,visual cognition; working memory; computational cognition; computational neuroscience; cognitive neuroscience,en
@lucycheke@fediscience,Lucy Cheke,https://fediscience.org/@LucyCheke,learning; memory; obesity; long covid; ai; animal ai ,en
@davidrfeinberg@mastadon.social,David Feinberg,https://mastodon.social/@davidrfeinberg,voice perception,en
@fbpsy@paquita.masto.host,Fernando Blanco,https://paquita.masto.host/@fbpsy,causal learning; cognitive biases; associative learning; contingency learning; irrationality,en
@ayannakim@mastodon.social,Ayanna Kim Thomas,https://mastodon.social/@ayannakim,memory; metacognition; retrieval,en
@katejjeffery@fediscience.org,Kate Jeffery,https://fediscience.org/@katejjeffery,spatial cognition; rodent chronic electrophysiology; cognitive mapping; architecture,en
@ajohnstone@mas.to,Ashleigh Johnstone,https://mas.to/@ajohnstone,cognition; physical activity; attention; pedagogy; science communication,en
@Joanafqg@scicomm.xyz,Joana Grave,https://scicomm.xyz/@Joanafqg,Cognition; visual perception; social cognition; schizophrenia; olfaction,en
@Qrolfazwaan@mastodon.nl,Rolf Zwaan,https://mastodon.nl/@rolfazwaan,digital media; cognition; language,en
@saraskin@med-mastodon.com,Sarah Raskin ,https://med-mastodon.com/@saraskin,Neuropsychology; rehabilitation psychology; prospective memory; cognitive rehabilitation,en
@daviddunning6@mastodon.social,David Dunning,https://mastodon.social/@daviddunning6,judgment & decision making; self; social cognition; motivated reasoning; psych & law,en
@JJCutuli@mstdn.party,J. J. Cutuli,https://mstdn.party/@JJCutuli,risk and resilience; development; developmental psychopathology; service systems,en
@hwamee_oh@mastodon.online,Hwamee Oh,https://mastodon.online/@hwamee_oh,Cognitive neuroscience; visual memory; brain aging; Alzheimer's disease; fMRI and PET,en
@RichardThwaites@mastodon.social,Richard Thwaites,HTTPS://mastodon.social/@richardthwaites,CBT; clinical psychology; anxiety disorders; supervision ,en
@nunnski@nerdculture.de,Stephen Nunn,https://nerdculture.de/@nunnski,open science; network models,en
@ouriagan@mastodon.zaclys.com,Benjamin Thiry,https://mastodon.zaclys.com/@ouriagan,personality; justice; prison; rstats; tests,en
@stevenweisberg@mastodon.social,Steven Weisberg,https://mastodon.social/@stevenweisberg,cognitive neuroscience; spatial navigation; open science; fMRI; individual differences,en
@chris_i_baker@fedisscience.org,Chris Baker,https://fediscience.org/@chris_i_baker,cognitive neuroscience; vision; learning; memory; plasticity,en
@thordura@mastodon.nu,Thordur Örn Arnarson,https://mastodon.nu/@thordura,OCD; BDD; hoarding; supervision; CBT,en
@imaginalia@mastodonsocial.ca,Faith Harkey,https://mastodonsocial.ca/@imaginalia,depth psychology; imaginal studies; complex/subpersonality; Jungian,en
@NSCorralFrias@qoto.org,Nadia Sarai Corral-Frias,https://qoto.org/@NSCorralFrias,psychopathology; stress; psychiatric genetics; big-team science; open science; diversity; psychophysiology,en
@psforscher@nerdculture.de,Patrick S. Forscher,https://nerdculture.de/@psforscher,open science; big team science; behavioral science; global development,en
@richardcoates@mastodon.social,Richard Coates,http://mastodon.social@richardcoates,ACT; neuropsychology; families,en
@sandervanbree@fediscience.org,Sander van Bree,https://fediscience.org/@sandervanbree,cognitive neuroscience; metascience; philosophy; cognitive science; oscillations,en
@fcastep@mastodol.lol,Franco CP,https://mastodon.lol/@fcastep,Functional analysis behavior; behaviorism; contextual therapies,en
@valentinakrenz@fediscience.org,Valentina Krenz,https://fediscience.org/@valentinakrenz,cognitive neuroscience; episodic memory; long-term memory; fmri; emotional memory,en
@Johnpgrogan@mastodon.online,John P Grogan,https://mastodon.world/@JohnPGrogan,cognitive neuroscience; decision making; confidence; working memory; EEG;,en
@dalejbarr@fediscience.org,Dale Barr,https://fediscience.org/@dalejbarr,psycholinguistics; social interaction; cognitive science; statistics; research design,en
@JonCorbin@nerdculture.de,Jonathan Corbin ,https://nerdculture.de/@JonCorbin,applied behavioral science; decision making; memory ,en
@meganakpeters@mastodon.social,Megan Peters,https://mastodon.social/@meganakpeters,perceptual decision making; metacognition; neuroimaging; computational cognitive neuroscience; modeling; consciousness,en
@DirkBWalther@fediscience.org,Dirk Bernhardt-Walther,https://fediscience.org/@DirkBWalther,visual cognition; scene perception; cognitive neuroscience; perceptual organization; visual aesthetics,en
@sinandrei@fosstodon.org,Tamas Foldes,https://fosstodon.org/@sinandrei,cognitive neuroscience; memory; replay; computational modelling; open science,en
@hussainilab@qoto.org,Abid Hussaini,https://qoto.org/@hussainilab,cognitive neuroscience; systems neuroscience; neurodegeneration; in vivo electrophysiology; Alzheimer's disease; ,en
@AnthonyOng@mastodon.world,Anthony Ong,https://mastodon.world/@AnthonyOng,stress; emotions; aging; social relationships; well-being,en
@jonathanstea@mastodon.sdf.org,Jonathan N. Stea,https://mastodon.sdf.org/@jonathanstea,pseudoscience; mental health misinformation ,en
@sgulgoz@mastodon.online,Sami Gulgoz,https://mastodon.online/@sgulgoz,Cognition; memory; autobiographical memory; memory functions,en
@jennifermaggs@mastodon.social,Jennifer Maggs,https://mastodon.social/@jennifermaggs,human development; health; substance use; transition to adulthood; epidemiology,en
@DeannaJGreene@fediscience.org,Deanna Greene,https://fediscience.org/@DeannaJGreene,cognitive neuroscience; development; brain networks; fMRI; Tourette syndrome,en
@JamieMurray@scicomm.xyz,Jamie Murray,https://scicomm.xyz/@JamieMurray,cognitive neuroscience; open science; teaching; memory,en
@igordbandeira@med-mastodon.com,Igor D. Bandeira,https://med-mastodon.com/@igordbandeira,mood disorders; suicidal behavior; implicit suicidal cognition; ketamine; brain stimulation,en
@Andreaskalckert@mstdn.science,Andreas Kalckert ,https://mstdn.science/@andreaskalckert,cognitive neuroscience; embodiment; multisensory integration; motor control; body ownership; agency ,en
@nikigervais@urbanists.social,Nicole Gervais,https://urbanists.social/@Nikigervais,memory; sleep; female physiology; translational neuroscience; MRI,en
@WriterAlexJonrs@mstdn,Alex Jones,https://mstdn@WriterAlexJones,retired; clinician; catastrophizing; PTSD; EMDR,en
@MichaelFreedberg@mastodon.world,Mike Freedberg,https://mastodon.world@michaelfreedberg,Memory;cognitive neuroscience; rTMS; fMRI; network neuroscience,en
@richardfalcon@mastodon.social,Richard Falcon,https://mastodon.social/@richardfalcon,clinical psychology; cognitive analytic therapy; psychosis; trauma; social equality,en
@sinclair_allie@fediscience.org,Allie (Alyssa) Sinclair,https://fediscience.org/@sinclair_allie,cognitive neuroscience; learning and memory; memory/belief updating; interventions; prediction error,en
@emilynordmann@tech.lgbt,Emily Nordmann,https://mastodon.tech.lgbt/@emilynordmann,Lecture capture; higher education; open science,en
@mkachlicka@sigmoid.social,Magdalena Kachlicka,https://sigmoid.social/@mkachlicka,auditory cognitive neuroscience; second language learning; sound perception; speech perception and production,en
@KlonskyLab@sciences.social,E. David Klonsky,https://sciences.social/@KlonskyLab,suicide; clinical psychology; open science; emotion; personality,en
@AV_SP@fediscience.org,Chris Davis,https://fediscience.org/@AV_SP,multimodal speech; communication; gestures; attention; emotion,en
@jameswardantony@mastodon.social,James Antony,https://mastodon.social/@jameswardantony,cognitive neuroscience; memory; sleep; computational modeling; surprise,en
@thenewstats@nerdculture.de,Bob Calin-Jageman and Geoff Cumming,https://nerdculture.de/@thenewstats,statistics; behavioral neuroscience; learning; forgetting,en
@almogsi@fediscience.org,Almog Simchon,https://fediscience.org/@almogsi,computational social science; social psychology; social media; natural language processing; political psychology,en
@mariam@mstdn.social,Mariam Aly,https://mstdn.social/@mariam,cognitive neuroscience; memory; perception; attention; prediction,en
@vijaymarupudi@functional.cafe,Vijay Marupudi,https://functional.cafe/@vijaymarupudi,learning; problem solving; computer science education ,en
@nataliepeluso@fediscience.org,Natalie Peluso,https://fediscience.org/@nataliepeluso,emotion; affective neuroscience; psychophysiology; interoception; consciousness,en
@EmmaMcPsych@ohai.social,Emma McDonald,https://ohai.social/@EmmaMcPsych,teaching; learning; statistics; memory; dyslexia ,en
@Brain_apps@mastodon.social,Matthew Apps,https://mastodon.social/@Brain_apps#,Decision-making; cognitive neuroscience; motivation; social cognition; computation,en
@AlexanderHolmes@fediscience.org,Alexander Holmes,https://fediscience.org/@AlexanderHolmes,neuroimaging; neurodevelopment; schizophrenia; open science; machine learning,en
@xianhuihe@mstdn.social,Xianhui He,https://mstdn.social/@xianhuihe,cognitive neuroscience; neural oscillations; working memory,en
@Psychologics@mastodon.social,Psychologics,https://mastodon.social/@Psychologics,gender psychology; social cognition; mental health; gender based violence; clinical psychology,en
@dremmaclaire@mastodonapp.uk,Emma Palmer-Cooper,https://mastodonapp.uk/@dremmaclaire,cognitive neuropsychology; metacognition; psychosis; mental health; creativity,en
@JimBright@mastodonapp.uk,Jim Bright,HTTPS://mastodonapp.uk/@JimBright,organisational psychology; vocational psychology; careers; chaos and complexity theory; chaos theory of careers,en
@michelavezzoli@ohai.social,Michela Vezzoli,https://ohai.social/@michelavezzoli,social psychology; economic inequality; psychological methods; open science,en
@savi@fediscience.org,Alexander Savi,https://fediscience.org/@savi,complex developmental systems; human intelligence; adaptive learning; psychological methods; open science,en
@kevinmcintyre@mstdn.party,Kevin McIntyre,https://mstdn.party/@kevinmcintyre,social psychology; romantic relationships; self and identity; open science,en
@DrBenkwitz@mastodon.world,Adam Benkwitz,https://mastodon.world/@DrBenkwitz,mental health; physical activity; recovery; qualitative research,en
@fbublatzky@mas.to,Florian Bublatzky,https://mas.to/@fbublatzky,affective neuroscience; social learning; face and person perception; emotion and attention; psychopathology,en
@DirkGutlin@masto.ai,Dirk Gütlin,https://masto.ai/@DirkGutlin,cognitive neuroscience; biopsychology; computational neuroscience; visual cognition,en
@matzekloft@mastodon.social,Matthias Kloft,https://mastodon.social/@matzekloft,psychological methods; psychometrics; latent variable modeling; bayesian statistics,en
@Lou_Kulke@mastodon.world,Louisa Kulke ,https://mastodon.world/@Lou_Kulke,attention; emotion; social interaction; developmental psychology; neuroscience,en
@gjgasmundson@c.im,Gordon Asmundson,https://mastadon.social/@gjgasmundson,clinical psychology; fear; anxiety; stress; pain; CBT,en
@eomeral@sciences.social,Erdem Meral,https://sciences.social/@eomeral,interpersonal dynamics; social exclusion; social biases; ethical decision making,en
@jmerenstein@mastodon.world,Jenna Merenstein,https://mastodon.world/@jmerenstein,aging; neuroimaging; Alzheimer's disease; learning and memory; cognition,en
@dmartinez@mastodon.online,David Martinez,https://mastodon.online/@dmartinez,individual differences; intelligence; working memory; learning; creative problem solving,en
@Danielgilbert@sciences.social,Daniel Gilbert,https://sciences.social/@Danielgilbert,,en
@CorioPsicologia@mastodon.social,Aurora Gómez Delgado,https://mastodon.social/@CorioPsicologia,digital behaviour, cyberpsychology, digital rights, psychology and technology, digital violence, ,en
@adamthislife@mastodon.lol,Adam Pettitt,https://mastodon.lol/@adamthislife,clinical Psychology; social justice; digital mental health,en
@EMeachon@mstdn.science,Emily Meachon,https://mstdn.science/@EMeachon,EEG; movement science; neurodevelopmental disorders; clincial neuropsychology ,en
@jonshute@mastodon.social,Jon Shute,https://mastodon.social/@jonshute,moral disengagement; psychological criminology; self-regulation; compliance,en
@DavidBerron@mastodon.social,David Berron,https://mastodon.social/@DavidBerron,cognitive neuroscience; memory, Alzheimer's disease; digital cognitive markers; fMRI,en
@wb_markus@sigmoid.social,Markus Werkle-Bergner,https://sigmoid.social/@wb_markus,cognitive neuroscience; developmental psychology; memory; attention; perception,en
@dustin_calvillo@mastodon.social,Dustin Calvillo,https://mastodon.social/@dustin_calvillo,cognition; decision making; misinformation; reasoning; memory,en
@wesgrey@mastodon.lol,Wesley Grey,https://mastodon.lol/@wesgrey,social psychology: sexuality: appearance discrimination,en
@dermotlynott@nerdculture.de,Dermot Lynott,https://nerdculture.de/@dermotlynott,cognitive science; open research; language modelling; implicit attitudes; embodied cognition,en
@reyhanfurman@nerdculture.de,Reyhan Furman,https://nerdculture.de/@reyhanfurman,language development; gesture; multimodality; cognitive development,en
@rockberta@sigmoid.social,Roberta Rocca,https://sigmoid.social/@rockberta,language; research methods; predictive modeling; open science; machine learning,en
@nia@union.place,Nia Amazeen,https://union.place/@nia,dynamical systems; perception, action, and cognition; ecological psychology; distributed cognition; collective action,en
@tbchristophel@mas.to,Thomas Christophel,https://mas.to@tbchristophel,cognitive neuroscience; fMRI; working memory; machine learning,en
@jfkominsky@fediscience.org,Jonathan F. Kominsky,https://fediscience.org/@jfkominsky,cognitive science; causality; cognitive development; methods,en
@thaliagoldstein@fediscience.org,Thalia R. Goldstein,https://fediscience.org/@thaliagoldstein,developmental psychology; social cognition; imagination; pretense; play; theatre,en
@randomslope@nerdculture.de,Ian Mundy,https://nerdculture.de/@randomslope,reading; language; prosody; dyslexia; quantitative methods and analysis,en
@rachelaconlon@mastodon.world,Rachel Conlon,https://mastodon.world/@rachelaconlon,developmental psychology; middle childhood; math affect; math achievement; women in STEM,en
@CarolynDavison@sotl.social,Carolyn Davison,https://sotl.social/@CarolynDavison,cognitive neuroscience; aging; memory; cognitive control; teaching and learning,en
@cherilev@mstdn.party,Cheri Levinson,HTTPS://mstdn.party/@cherilev,Eating disorders; idiographic methods; personalized treatment; anxiety; digital interventions,en
@segerstrom@mastodon.online,Suzanne Segerstrom ,HTTPS://mastodon.online/@segerstrom,personality; aging; psychoneuroimmunology; open science; longitudinal data analysis,en
@dkokdemir@mstdn.social,Doğan Kökdemir,https://mstdn.social/@dkokdemir,social psychology; existentialism; decision making; philosophy of mind,en
@jamiecummins@scicomm.xyz,Jamie Cummins,https://scicomm.xyz/@jamiecummins,open science; relational reasoning; cognitive training; Relational Frame Theory; implicit measures,en
@renatofrey@mstdn.science,Renato Frey,https://mstdn.science/@renatofrey,decision making; risk; cognition; behavioral science; data science; open science; meta science,en
@shawnrhoadsphd@sigmoid.social,Shawn Rhoads,https://sigmoid.social/@shawnrhoadsphd,cognitive neuroscience; computational psychiatry; social reinforcement learning; social decision-making; social perception,en
@TamaraMedina@fediscience.org,Tamara Medina,https://fediscience.org/@TamaraMedina,learning statistics; statistical learning; language acquisition; cognitive psychology; study abroad in Japan,en
@bethclarke@nerdculture.de,Beth Clarke,https://nerdculture.de/@bethclarke,metascience; research methods; social and personality psychology ,en
@brainboyben@masto.ai,Benjamin Lowe,http://masto.ai/@brainboyben,cognitive neuroscience; MVPA; predictive coding; vision,en
@neurocoops@masto.ai,Patrick Cooper,https://masto.ai/@neurocoops,cognitive control; midfrontal theta; curiosity; motivation; AI-human interactions ,en
@abitter@fediscience.org,André Bittermann,https://fediscience.org/@abitter,rstats; methods; text mining; metascience,en
@SusanMaury@fediscience.org,Susan Maury,https://fediscience.org/@SusanMaury,wellbeing; music; social bonding; emotions; exercise,en
@aazad@qoto.org,Aazad,https://qoto.org/@aazad,neurogenetics; biological anthropology; complexity theory; self-organization & emergence;,en
@Cerbit@mastrodon.lol,Luke McCombe,https://mastodon.lol/@Cerbit,forensic psychology; statistics; research design; anonymity; social identity,en
@euanprentis@mastodon.online,Euan Prentis,https://mastodon.online/@euanprentis,cognitive neuroscience; memory; reinforcement learning; concepts,en
@kimberlyquinn@mastodon.social,Kimberly Quinn,https://mastodon.social/@kimberlyquinn,open science; research design;  social psychology; social cognition; natural and built environments,en
@arlen@mstdn.social,Arlen Moller,https://mstdn.social/@arlen,motivation; human computer interaction; behavioral medicine; games; technology,en
@EdwardVessel@mas.to,Edward Vessel,https://mas.to/@EdwardVessel,neuroaesthetics; cognitive neuroscience; curiosity; creativity; visual cognition,en
@StriemAmit@qoto.org,Ella Striem-Amit,https://qoto.org/@StriemAmit,cognitive neuroscience; brain plasticity; blindness; visual development; visual impairment; hands; congenital amputation; dyspmelia; actions; motor control,en
@milenamr@sciencemastodon.com,Milena Rmus,https://sciencemastodon.com/@milenamr,cognitive neuroscience; reinforcement learning; computational modeling,en
@hollysully@fediscience.org,Holly Sullivan-Toole,https://fediscience.org/@hollysully,Affective Neuroscience, Adolescent Development, Reward, Anhedonia, Effort, Psychoneuroimmunology,en
@MdeBettencourt@fediscience.org,Megan deBettencourt,https://fediscience.org/@MdeBettencourt,cognitive neuroscience; attention; memory; brain-computer interfaces,en
@drand@techhub.social,David G Rand ,https://techhub.social/@drand,Misinformation; polarization; fake news; social media; motivated reasoning; persuasion; field experiments; cooperation ,en
@milicanikolic@mastodon.world,Milica Nikolic,https://mastodon.world/@milicanikolic,developmental psychopathology; social emotions; social cognition,en
@jguassimoreira@mstdn.science,João Guassi Moreira,https://mstdn.science/@jguassimoreira,emotion regulation; developmental science; computational; decision-making; adolescence,en
@john_thorp@nerdculture.de,John Thorp,https://nerdculture.de/@john_thorp,cognitive neuroscience; systems-level consolidation; fMRI,en
@matthewdbachman@epicure.social,Matthew D Bachman,https://epicure.social/@matthewdbachman,Decision making; attention; cognitive neuroscience; EEG,en
@themiek@mastodon.social,Annemieke Apergis-Schoute (Miek),Https://mastodon.social/@themiek,mental health; preoccupied thinking; compulsions; cognitive-flexibility; neuroscience ,en
@pierre_bellec@fediscience.org,Pierre Bellec,https://fediscience.org/@pierre_bellec,computational cognitive neuroscience; neuroimaging; fMRI; AI; open science,en
@claudiupetrule@fediscience.org,Claudiu Petrule,https://fediscience.org/@claudiupetrule,metascience; bibliometrics; translational psychotherapy; rstats; data visualization,en
@fbublatzky@mas.to,Florian Bublatzky,https://mas.to/@fbublatzky,Psychologist and neuroscientist; social learning; person perception; emotion and attention; experimental psychopathology ,en
@matthewhoptman@c.im,Matt Hoptman,https://c.im/@matthewhoptman,schizophrenia spectrum disorders; impulsivity; urgency; MRI; brain connectivity,en
@qOker@universeodon.com,qOker,https://universeodon.com/@qOker,jungian psychology; buddhist psychology ,en
@mattodon@masto.ai,Matthew O'Donohue,masto.ai/@mattodon,multisensory integration, cognitive neuroscience, sensory perception, psychophysics, computational modelling,en
@redojaki@sciences.social,Jan Retelsdorf,https://sciences.social/@redojaki,educational psychology; reading; judgment bias; motivation; self regulation,en
@LRothschildPhD@indieweb.social,Louis Rothschild,https://indieweb.social/@lrothschildphd,psychoanalysis; fathers & sons; critical theory; trauma; attachment,en


